101,101,101.093613092
881,881,81.0046458458
996,996,196.088579776
309,309,108.976506921
816,816,15.9847422244
797,797,196.848085107
726,726,125.969539483
383,383,182.985494891
796,796,196.015637879
207,207,6.99942591239
218,218,18.0104638629
345,345,145.061184014
515,515,115.099567012
369,369,168.962214305
601,601,1.00003704591
678,678,77.9742147217
71,71,70.9986949519
265,265,65.0428155666
867,867,66.9713088718
782,782,181.914240642
372,372,172.00704656
767,767,166.904573444
492,492,91.9901795851
977,977,177.023901963
990,990,189.976223957
96,96,95.96243333
640,640,40.0216160655
52,52,52.0212071146
113,113,112.923120834
327,327,127.030107357
531,531,131.109894797
159,159,159.019658173
619,619,19.008727566
870,870,70.0181739603
4,4,3.99831914351
404,404,4.00222894019
528,528,127.970834924
804,804,3.99948412616
226,226,26.005084849
192,192,192.083274801
197,197,196.983759567
108,108,107.998200286
16,16,15.9944609985
402,402,1.99849030739
520,520,120.092609371
736,736,135.975548118
253,253,52.9603162821
68,68,67.9818700887
236,236,36.0059428986
874,874,73.9355579943
278,278,77.9570282568
952,952,152.047016063
573,573,173.048263533
288,288,88.0064550103
141,141,140.961965753
865,865,65.0094220088
974,974,173.926448303
718,718,117.9751738
878,878,78.0904816395
453,453,53.025380256
217,217,17.004505863
793,793,193.090952345
504,504,104.068241896
371,371,171.028986649
669,669,69.0106094777
368,368,167.969794176
917,917,116.950135521
576,576,176.169144291
473,473,73.021998297
8,8,7.99827461404
201,201,0.999954422396
610,610,9.99413425122
991,991,191.046646724
490,490,90.0579131948
565,565,164.952313331
382,382,181.975092518
972,972,171.932677516
800,800,0.0
315,315,115.101264185
823,823,22.9997023942
237,237,37.0091555327
624,624,23.9930675148
403,403,2.99939510523
500,500,100.006161057
798,798,197.929458327
289,289,89.0246171647
130,130,130.013157265
691,691,91.0289479189
694,694,93.9992845261
212,212,11.9969937309
145,145,144.930076845
928,928,127.935940816
983,983,182.961894791
926,926,126.042297122
778,778,177.904045483
176,176,175.927560773
389,389,189.012975783
703,703,102.947542248
356,356,155.978359661
157,157,157.044982344
988,988,188.006774616
187,187,186.981824088
258,258,57.9593904015
851,851,50.9819908773
950,950,149.965797777
385,385,185.126561995
422,422,22.0091167564
927,927,127.02714728
232,232,32.0382700709
551,551,151.055073147
277,277,77.0257918848
257,257,57.019245002
825,825,24.9931046994
73,73,72.945762968
807,807,7.00070502384
450,450,49.9899678947
223,223,22.9893065751
783,783,183.062911151
765,765,164.834929113
318,318,118.030697513
204,204,4.00207556316
408,408,7.99734806328
243,243,42.9821261683
64,64,64.0041670477
51,51,50.9852159119
286,286,86.0116180566
378,378,178.016816851
506,506,106.003140631
992,992,191.94787161
477,477,76.9996366665
666,666,65.9923206841
746,746,145.989113963
173,173,173.004502077
698,698,97.9571792357
792,792,191.78691088
56,56,55.9707519702
542,542,141.997681585
213,213,12.9969049861
763,763,163.024787344
994,994,194.032330656
47,47,46.9881412189
525,525,124.961146356
633,633,33.0135103071
272,272,72.0337811002
822,822,22.0181210691
533,533,132.870296419
615,615,14.99100479
292,292,91.965467637
519,519,118.948672033
847,847,46.9875016008
114,114,114.019457046
142,142,142.060954122
895,895,95.0364028923
298,298,97.9306355463
412,412,12.0064506864
801,801,0.999712122721
32,32,32.0131039717
85,85,84.9633999059
861,861,61.0173295461
995,995,195.023818942
757,757,157.015194118
351,351,151.064601555
805,805,4.9992456765
474,474,74.0506212856
877,877,77.0035259961
245,245,44.9917444211
94,94,94.0712883784
455,455,55.0344371672
857,857,57.0414136872
507,507,106.914942705
65,65,64.9782651503
329,329,128.963263231
538,538,137.950312285
882,882,82.0118190216
904,904,104.02420785
186,186,186.033879652
922,922,121.948291504
759,759,158.959633234
117,117,116.888865108
876,876,75.9760173768
444,444,43.9753340998
154,154,154.046370131
934,934,133.890649364
936,936,136.116266496
814,814,14.0102849943
360,360,160.052870282
526,526,126.002576693
997,997,197.040070372
319,319,118.928674629
755,755,155.064778068
107,107,106.970121908
704,704,104.001904591
9,9,8.99187456756
179,179,178.908269934
849,849,49.0125997174
925,925,124.968587444
355,355,154.907148912
967,967,166.919964043
462,462,62.0401604653
111,111,111.087746376
716,716,116.048285157
646,646,45.9870316383
483,483,82.9708032307
596,596,195.932188018
662,662,62.0439562616
655,655,54.9459863378
260,260,60.0407913351
36,36,35.9900665348
712,712,112.022375925
860,860,60.0160874688
652,652,52.0029730294
78,78,77.934622796
919,919,118.982771926
388,388,188.070219402
658,658,58.0069345664
457,457,57.005764187
732,732,131.925990167
514,514,114.039229003
42,42,42.0137755642
370,370,170.018663121
512,512,111.965074696
705,705,105.082876674
406,406,5.99883385151
91,91,91.0203538342
570,570,170.106520189
770,770,169.994028535
72,72,71.9502825222
607,607,7.0012711048
332,332,131.957459218
48,48,48.0202728895
148,148,148.075644019
20,20,19.9837580453
366,366,165.935250248
98,98,98.0315600559
541,541,141.00946742
907,907,106.981043085
81,81,81.0456833813
246,246,46.0066933607
390,390,190.128071311
885,885,84.9396217616
786,786,185.991873066
439,439,38.9938470003
869,869,69.0452573631
264,264,64.0185347797
87,87,86.9329661147
150,150,149.939036308
830,830,30.0281037661
354,354,153.925530265
401,401,1.00045757039
968,968,168.049259511
672,672,71.9801381004
337,337,137.018108892
761,761,160.976292138
21,21,21.0110899107
333,333,133.014151295
363,363,162.999683001
629,629,28.996591226
680,680,79.9777815381
305,305,104.980840297
578,578,178.068713299
764,764,164.013691109
833,833,33.0307542251
30,30,29.9887828652
415,415,14.9928562308
896,896,95.9823467554
634,634,34.0075097164
613,613,13.0049434091
923,923,123.01819983
951,951,150.997544342
667,667,67.0033546858
295,295,94.8857744099
230,230,30.0320465723
330,330,130.091503043
617,617,17.0012839233
695,695,95.0953613715
407,407,7.00062625982
362,362,161.941011456
95,95,94.908656363
872,872,72.025281967
848,848,47.9803144602
529,529,128.979684235
249,249,49.019844755
599,599,199.157292572
353,353,152.961330885
54,54,53.9653621914
181,181,180.89694289
661,661,61.0550167946
27,27,27.0125741583
819,819,18.9938488604
339,339,139.00269759
516,516,115.977113151
843,843,42.9654025141
532,532,131.982651932
649,649,49.0144759835
509,509,108.937792665
317,317,117.037230909
986,986,185.980777033
727,727,126.938808946
918,918,117.931526167
676,676,76.0614866615
143,143,143.047379612
702,702,101.987051719
83,83,82.9853894848
387,387,187.077369814
787,787,186.763726818
549,549,149.125555041
539,539,139.017222402
235,235,35.0118062744
469,469,69.0532560999
43,43,43.0218024553
238,238,38.0216767203
998,998,198.069362286
606,606,5.99749541541
960,960,159.838733895
622,622,21.9905513699
170,170,170.045161534
827,827,26.9574335656
838,838,38.0258866785
417,417,16.9880995856
194,194,193.944007607
359,359,158.944997808
832,832,32.0245481153
69,69,68.9808595328
590,590,189.916118267
836,836,35.9995899729
959,959,158.99602027
156,156,155.932625798
134,134,133.896245563
60,60,59.9871708094
2,2,1.99856481722
920,920,120.109235137
169,169,168.914030015
855,855,54.9649124307
809,809,9.00193353316
203,203,2.99799239238
738,738,137.933845924
458,458,58.0161523406
858,858,58.0296503264
273,273,73.0348296842
964,964,164.117393335
357,357,157.012959915
574,574,173.890956514
282,282,82.0002782282
636,636,36.0261421508
713,713,113.086559639
730,730,129.923244632
227,227,26.982231211
299,299,98.9637270202
464,464,64.0214410354
592,592,192.019516652
175,175,174.891213254
255,255,54.962760507
824,824,24.0064097391
859,859,58.9673218259
663,663,62.9422163494
44,44,44.0181440385
380,380,179.969284374
556,556,155.906155555
530,530,129.970026609
188,188,187.921290938
642,642,41.9972310574
938,938,138.010677719
430,430,30.0027606266
459,459,59.0101823694
954,954,153.994357199
600,600,0.0
557,557,156.985851109
577,577,176.941652165
418,418,18.0005254687
777,777,176.907095065
906,906,105.982170626
915,915,115.049556267
413,413,12.9933727841
924,924,124.020080116
724,724,123.954578986
79,79,78.9759076459
123,123,122.950448141
222,222,22.0002273285
126,126,125.840072078
728,728,127.875447882
350,350,149.907535811
375,375,174.981441194
429,429,29.0050922777
424,424,23.9960664705
708,708,107.96483993
480,480,80.0642057911
132,132,131.962907679
846,846,46.0190276792
211,211,11.0075316569
495,495,94.9832804394
789,789,188.750442453
545,545,145.032870809
853,853,53.0000855589
873,873,72.9703652818
665,665,65.0483112519
618,618,17.9965761143
119,119,118.993641207
641,641,41.0303996688
76,76,75.9171867859
93,93,92.910308344
263,263,63.0131392621
248,248,48.0255478086
721,721,121.0015615
697,697,96.9076640296
690,690,89.9475017655
180,180,179.931534971
471,471,71.0005785739
6,6,6.00230277804
320,320,119.885957568
55,55,55.0264364815
287,287,86.9322267142
562,562,162.042437044
196,196,195.941938729
623,623,23.002626606
395,395,194.949315513
110,110,109.948048542
683,683,83.0239263996
929,929,128.946746837
722,722,122.03277112
349,349,149.079607119
452,452,51.9766074199
933,933,132.973579459
864,864,64.0375160456
552,552,151.994131946
13,13,13.0037321657
677,677,77.0040456602
440,440,39.9691953859
561,561,161.055950201
829,829,28.9674835889
381,381,181.027424682
182,182,182.100222757
603,603,2.99941595439
743,743,142.992884411
391,391,191.011914319
910,910,110.044126219
948,948,148.082578189
23,23,22.9912791948
396,396,195.909607154
499,499,98.9747387673
837,837,37.0371237701
3,3,2.99775916932
505,505,104.915398202
582,582,182.012964314
488,488,87.9695126647
591,591,191.182835693
760,760,159.918189007
993,993,193.022220646
470,470,69.987811035
300,300,100.047564366
342,342,142.000942865
17,17,16.9988049563
739,739,139.005691245
28,28,28.0139842232
914,914,114.035570687
34,34,34.0011722132
147,147,147.036087285
540,540,140.117144944
753,753,153.074848742
733,733,133.014279429
579,579,179.033499677
202,202,1.99963075132
82,82,81.9793102135
521,521,121.027433192
25,25,24.9979556616
57,57,57.0007639258
884,884,83.967590575
316,316,116.055713688
688,688,88.0017506803
479,479,79.0153644033
879,879,78.9552876287
206,206,6.00209045834
844,844,44.0036935102
569,569,168.964534812
127,127,126.99627999
259,259,58.9808830229
205,205,4.99900249469
367,367,166.946485535
5,5,4.99891703419
293,293,92.9661019035
400,400,0.0
802,802,1.99949031682
102,102,101.929591449
484,484,84.006394421
446,446,46.0180107399
799,799,199.070856916
377,377,177.13265461
266,266,65.996791011
589,589,188.9891485
566,566,165.980959492
611,611,10.9921132352
741,741,141.078162406
414,414,14.0124318776
352,352,151.913181513
554,554,154.068229698
18,18,17.9977956097
627,627,27.0176941179
106,106,105.960490221
811,811,10.9987410077
438,438,38.0049530497
518,518,117.983226499
956,956,155.963427254
709,709,109.020164105
311,311,111.067238542
425,425,24.994464627
771,771,170.995608764
913,913,112.990671281
831,831,31.0041014316
689,689,88.9627419219
59,59,58.9924515135
631,631,31.001068997
291,291,91.0187339862
887,887,87.0012287791
553,553,152.994542267
244,244,43.9691974385
433,433,33.014246206
626,626,26.0165059557
955,955,154.927216977
358,358,157.839223045
723,723,123.067311645
612,612,11.9958861102
671,671,71.0472404748
903,903,103.056002788
460,460,60.0131091376
491,491,91.0788959849
558,558,157.82869851
902,902,101.963647457
981,981,180.833610464
890,890,90.0219205926
178,178,178.084237729
550,550,150.148388482
842,842,42.0075743053
193,193,193.069640042
940,940,139.990592992
630,630,29.9913556659
155,155,154.989193414
250,250,49.9974453609
840,840,39.9891722363
80,80,79.9972321828
436,436,35.9902083293
720,720,119.996897032
707,707,107.040466879
409,409,8.99808269669
643,643,42.9905056963
772,772,172.063665201
240,240,40.0141142489
684,684,83.9654795715
628,628,28.0036194206
256,256,55.9744212584
296,296,96.0143295051
219,219,18.9999220911
335,335,134.984454749
239,239,38.9888758783
221,221,21.0019448883
813,813,13.0074397296
899,899,98.9934790373
321,321,120.992325331
276,276,75.9380192609
675,675,75.0826179354
269,269,68.9795934952
659,659,58.939235814
284,284,84.0290193147
588,588,187.849402706
152,152,152.081444358
306,306,106.026956865
427,427,26.9835834747
774,774,173.936867879
399,399,199.167829579
302,302,101.999334106
788,788,188.088946598
12,12,12.0009593845
673,673,72.9973629742
84,84,84.0052869601
976,976,176.018214248
735,735,134.975419684
77,77,76.9995493116
883,883,82.9938926473
22,22,21.9965813399
503,503,103.04234264
163,163,163.033103544
593,593,193.052332907
268,268,68.0553446482
146,146,146.025072855
908,908,108.063870076
717,717,116.891045776
394,394,194.006395715
821,821,21.0026798721
365,365,164.965813204
125,125,125.090343101
958,958,158.086410411
11,11,10.98772465
803,803,3.00084586508
331,331,131.111985338
280,280,80.0481655519
731,731,130.857310432
49,49,49.0022469276
7,7,7.00429050548
494,494,93.9741833119
604,604,3.99768581481
748,748,147.986205181
639,639,38.9718378446
31,31,31.0145867298
808,808,8.00094316169
303,303,102.998158189
97,97,97.0084072996
637,637,36.9993945274
768,768,167.989093057
24,24,24.0193426096
547,547,147.115504304
818,818,18.0034485214
89,89,89.0136959611
648,648,48.0152069358
216,216,15.9942358016
674,674,73.9538050693
744,744,143.956623948
275,275,74.9809277488
267,267,67.0309563912
443,443,43.0010835659
575,575,175.001895396
398,398,197.899316358
980,980,179.949666579
312,312,111.933751887
214,214,13.9874484688
815,815,14.9995787623
543,543,142.931376725
364,364,163.989220117
941,941,141.050499548
10,10,9.99587110583
942,942,142.101944574
795,795,194.951328083
664,664,63.9747801889
608,608,8.00422949243
136,136,135.989200342
128,128,128.095075916
118,118,118.017511365
262,262,62.0006716734
105,105,104.998988158
989,989,189.083093413
135,135,134.967103013
53,53,53.0075029525
935,935,135.027262314
19,19,18.9984502226
423,423,22.9936927013
559,559,158.997070182
651,651,50.995637676
144,144,144.103648983
584,584,184.04298469
343,343,143.065008465
435,435,34.9772635241
241,241,41.0214998061
679,679,78.9847272803
151,151,150.959404456
90,90,90.002491427
714,714,113.948240121
229,229,28.9874954367
189,189,188.897907291
534,534,134.02555486
975,975,174.886469666
434,434,34.0038418889
693,693,93.0130587361
456,456,56.0012008551
334,334,134.045590632
820,820,19.9964541377
344,344,144.003811224
486,486,85.9858055941
886,886,86.0590897757
962,962,161.960362025
209,209,8.99606461879
605,605,4.99928698367
508,508,108.013388498
121,121,121.038171562
109,109,109.062853056
92,92,92.0077917359
598,598,197.929474617
496,496,96.00429142
472,472,71.9869712818
